2017-07-03 23:34:58,791 |main                 |ContainerLoader               |I| [Startup] Loading containers...
2017-07-03 23:40:15,290 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentGatewayPayflowPro]
2017-07-03 23:40:15,423 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentGatewayRespMsg]
2017-07-03 23:40:15,545 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentGatewayResponse]
2017-07-03 23:40:15,678 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentGatewaySagePay]
2017-07-03 23:40:15,812 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentGatewaySecurePay]
2017-07-03 23:40:15,956 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentGatewayWorldPay]
2017-07-03 23:40:16,089 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentGatewayiDEAL]
2017-07-03 23:40:16,223 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentGlAccountTypeMap]
2017-07-03 23:40:16,356 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentGroup]
2017-07-03 23:40:16,490 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentGroupMember]
2017-07-03 23:40:16,601 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentGroupType]
2017-07-03 23:40:16,734 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentMethod]
2017-07-03 23:40:16,868 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentMethodType]
2017-07-03 23:40:17,001 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentMethodTypeGlAccount]
2017-07-03 23:40:17,134 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentType]
2017-07-03 23:40:17,268 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PaymentTypeAttr]
2017-07-03 23:40:17,402 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PayrollPreference]
2017-07-03 23:40:17,579 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PerfRatingType]
2017-07-03 23:40:17,690 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PerfReview]
2017-07-03 23:40:17,813 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PerfReviewItem]
2017-07-03 23:40:17,946 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PerfReviewItemType]
2017-07-03 23:40:18,080 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PerformanceNote]
2017-07-03 23:40:18,213 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PeriodType]
2017-07-03 23:40:18,546 |pool-3-thread-1      |DatabaseUtil                  |I| Created 5 declared indices for entity [Person]
2017-07-03 23:40:18,669 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PersonTraining]
2017-07-03 23:40:18,802 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PhysicalInventory]
2017-07-03 23:40:18,925 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [Picklist]
2017-07-03 23:40:19,047 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PicklistBin]
2017-07-03 23:40:19,180 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PicklistItem]
2017-07-03 23:40:19,313 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PicklistRole]
2017-07-03 23:40:19,447 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PicklistStatusHistory]
2017-07-03 23:40:19,580 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PlatformType]
2017-07-03 23:40:19,713 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PortalPage]
2017-07-03 23:40:19,846 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PortalPageColumn]
2017-07-03 23:40:19,980 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PortalPagePortlet]
2017-07-03 23:40:20,102 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PortalPortlet]
2017-07-03 23:40:20,247 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PortletAttribute]
2017-07-03 23:40:20,380 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PortletCategory]
2017-07-03 23:40:20,513 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PortletPortletCategory]
2017-07-03 23:40:20,647 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PosTerminal]
2017-07-03 23:40:20,892 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PosTerminalInternTx]
2017-07-03 23:40:21,025 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PosTerminalLog]
2017-07-03 23:40:21,158 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PosTerminalState]
2017-07-03 23:40:21,536 |pool-3-thread-1      |DatabaseUtil                  |I| Created 6 declared indices for entity [PostalAddress]
2017-07-03 23:40:21,681 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PostalAddressBoundary]
2017-07-03 23:40:21,815 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [PriorityType]
2017-07-03 23:40:21,948 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProdCatalog]
2017-07-03 23:40:22,081 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProdCatalogCategory]
2017-07-03 23:40:22,214 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProdCatalogCategoryType]
2017-07-03 23:40:22,325 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProdCatalogInvFacility]
2017-07-03 23:40:22,561 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProdCatalogRole]
2017-07-03 23:40:22,681 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProdConfItemContent]
2017-07-03 23:40:22,815 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProdConfItemContentType]
2017-07-03 23:40:22,959 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [Product]
2017-07-03 23:40:23,092 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductAssoc]
2017-07-03 23:40:23,215 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductAssocType]
2017-07-03 23:40:23,326 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductAttribute]
2017-07-03 23:40:23,437 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductAverageCost]
2017-07-03 23:40:23,560 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductAverageCostType]
2017-07-03 23:40:23,671 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductCalculatedInfo]
2017-07-03 23:40:23,782 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductCategory]
2017-07-03 23:40:23,893 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductCategoryAttribute]
2017-07-03 23:40:24,093 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 declared indices for entity [ProductCategoryContent]
2017-07-03 23:40:24,226 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductCategoryContentType]
2017-07-03 23:40:24,360 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductCategoryGlAccount]
2017-07-03 23:40:24,482 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductCategoryLink]
2017-07-03 23:40:24,660 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 declared indices for entity [ProductCategoryMember]
2017-07-03 23:40:24,771 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductCategoryRole]
2017-07-03 23:40:24,938 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 declared indices for entity [ProductCategoryRollup]
2017-07-03 23:40:25,049 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductCategoryType]
2017-07-03 23:40:25,182 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductCategoryTypeAttr]
2017-07-03 23:40:25,360 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductConfig]
2017-07-03 23:40:25,493 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductConfigConfig]
2017-07-03 23:40:25,616 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductConfigItem]
2017-07-03 23:40:25,738 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductConfigOption]
2017-07-03 23:40:25,860 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductConfigOptionIactn]
2017-07-03 23:40:25,972 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductConfigProduct]
2017-07-03 23:40:26,083 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductConfigStats]
2017-07-03 23:40:26,205 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductContent]
2017-07-03 23:40:26,338 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductContentType]
2017-07-03 23:40:26,472 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductCostComponentCalc]
2017-07-03 23:40:26,605 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFacility]
2017-07-03 23:40:26,738 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFacilityLocation]
2017-07-03 23:40:26,861 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeature]
2017-07-03 23:40:26,983 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureAppl]
2017-07-03 23:40:27,094 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureApplAttr]
2017-07-03 23:40:27,205 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureApplType]
2017-07-03 23:40:27,328 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureCatGrpAppl]
2017-07-03 23:40:27,571 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureCategory]
2017-07-03 23:40:27,716 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureCategoryAppl]
2017-07-03 23:40:27,850 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureDataResource]
2017-07-03 23:40:27,983 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureGroup]
2017-07-03 23:40:28,117 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureGroupAppl]
2017-07-03 23:40:28,239 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureIactn]
2017-07-03 23:40:28,350 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureIactnType]
2017-07-03 23:40:28,517 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 declared indices for entity [ProductFeaturePrice]
2017-07-03 23:40:28,651 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductFeatureType]
2017-07-03 23:40:28,784 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductGeo]
2017-07-03 23:40:28,917 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductGlAccount]
2017-07-03 23:40:29,051 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductGroupOrder]
2017-07-03 23:40:29,251 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 declared indices for entity [ProductKeyword]
2017-07-03 23:40:29,362 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductMaint]
2017-07-03 23:40:29,473 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductMaintType]
2017-07-03 23:40:29,584 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductManufacturingRule]
2017-07-03 23:40:29,718 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductMeter]
2017-07-03 23:40:29,851 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductMeterType]
2017-07-03 23:40:29,984 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductOrderItem]
2017-07-03 23:40:30,118 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPaymentMethodType]
2017-07-03 23:40:30,318 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 declared indices for entity [ProductPrice]
2017-07-03 23:40:30,440 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPriceAction]
2017-07-03 23:40:30,551 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPriceActionType]
2017-07-03 23:40:30,662 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPriceAutoNotice]
2017-07-03 23:40:30,851 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPriceChange]
2017-07-03 23:40:30,985 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPriceCond]
2017-07-03 23:40:31,118 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPricePurpose]
2017-07-03 23:40:31,262 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPriceRule]
2017-07-03 23:40:31,396 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPriceType]
2017-07-03 23:40:31,518 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPromo]
2017-07-03 23:40:31,652 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPromoAction]
2017-07-03 23:40:31,763 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPromoCategory]
2017-07-03 23:40:31,885 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPromoCode]
2017-07-03 23:40:32,019 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPromoCodeEmail]
2017-07-03 23:40:32,152 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPromoCodeParty]
2017-07-03 23:40:32,285 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPromoCond]
2017-07-03 23:40:32,419 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPromoContent]
2017-07-03 23:40:32,763 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPromoProduct]
2017-07-03 23:40:32,897 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductPromoRule]
2017-07-03 23:40:33,130 |pool-3-thread-1      |DatabaseUtil                  |I| Created 4 declared indices for entity [ProductPromoUse]
2017-07-03 23:40:33,241 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductReview]
2017-07-03 23:40:33,352 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductRole]
2017-07-03 23:40:33,486 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductSearchConstraint]
2017-07-03 23:40:33,630 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductSearchResult]
2017-07-03 23:40:33,764 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStore]
2017-07-03 23:40:33,897 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreCatalog]
2017-07-03 23:40:34,019 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreEmailSetting]
2017-07-03 23:40:34,153 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreFacility]
2017-07-03 23:40:34,264 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreFinActSetting]
2017-07-03 23:40:34,386 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreGroup]
2017-07-03 23:40:34,497 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreGroupMember]
2017-07-03 23:40:34,608 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreGroupRole]
2017-07-03 23:40:34,742 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreGroupRollup]
2017-07-03 23:40:34,875 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreGroupType]
2017-07-03 23:40:35,009 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreKeywordOvrd]
2017-07-03 23:40:35,120 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStorePaymentSetting]
2017-07-03 23:40:35,231 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStorePromoAppl]
2017-07-03 23:40:35,342 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreRole]
2017-07-03 23:40:35,453 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreShipmentMeth]
2017-07-03 23:40:35,565 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreSurveyAppl]
2017-07-03 23:40:35,686 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreVendorPayment]
2017-07-03 23:40:35,809 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductStoreVendorShipment]
2017-07-03 23:40:35,942 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductSubscriptionResource]
2017-07-03 23:40:36,076 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductType]
2017-07-03 23:40:36,209 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProductTypeAttr]
2017-07-03 23:40:36,331 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProtectedView]
2017-07-03 23:40:36,453 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ProtocolType]
2017-07-03 23:40:36,565 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuantityBreak]
2017-07-03 23:40:36,676 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuantityBreakType]
2017-07-03 23:40:36,787 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [Quote]
2017-07-03 23:40:36,920 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuoteAdjustment]
2017-07-03 23:40:37,054 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuoteAttribute]
2017-07-03 23:40:37,187 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuoteCoefficient]
2017-07-03 23:40:37,321 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuoteItem]
2017-07-03 23:40:37,443 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuoteNote]
2017-07-03 23:40:37,854 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuoteRole]
2017-07-03 23:40:37,976 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuoteTerm]
2017-07-03 23:40:38,088 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuoteTermAttribute]
2017-07-03 23:40:38,210 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuoteType]
2017-07-03 23:40:38,343 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuoteTypeAttr]
2017-07-03 23:40:38,488 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [QuoteWorkEffort]
2017-07-03 23:40:38,621 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RateAmount]
2017-07-03 23:40:38,754 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RateType]
2017-07-03 23:40:38,888 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RecurrenceInfo]
2017-07-03 23:40:39,010 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RecurrenceRule]
2017-07-03 23:40:39,121 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RejectionReason]
2017-07-03 23:40:39,232 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReorderGuideline]
2017-07-03 23:40:39,366 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [Requirement]
2017-07-03 23:40:39,499 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RequirementAttribute]
2017-07-03 23:40:39,632 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RequirementBudgetAllocation]
2017-07-03 23:40:39,766 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RequirementCustRequest]
2017-07-03 23:40:39,899 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RequirementRole]
2017-07-03 23:40:40,033 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RequirementStatus]
2017-07-03 23:40:40,155 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RequirementType]
2017-07-03 23:40:40,400 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RequirementTypeAttr]
2017-07-03 23:40:40,523 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RespondingParty]
2017-07-03 23:40:40,690 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ResponsibilityType]
2017-07-03 23:40:40,823 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnAdjustment]
2017-07-03 23:40:40,968 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnAdjustmentType]
2017-07-03 23:40:41,101 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnContactMech]
2017-07-03 23:40:41,223 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnHeader]
2017-07-03 23:40:41,346 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnHeaderType]
2017-07-03 23:40:41,534 |pool-3-thread-1      |DatabaseUtil                  |I| Created 3 declared indices for entity [ReturnItem]
2017-07-03 23:40:41,657 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnItemBilling]
2017-07-03 23:40:41,790 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnItemResponse]
2017-07-03 23:40:41,924 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnItemShipment]
2017-07-03 23:40:42,057 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnItemType]
2017-07-03 23:40:42,190 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnItemTypeMap]
2017-07-03 23:40:42,324 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnReason]
2017-07-03 23:40:42,457 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnStatus]
2017-07-03 23:40:42,679 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [ReturnType]
2017-07-03 23:40:42,802 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RoleType]
2017-07-03 23:40:42,924 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RoleTypeAttr]
2017-07-03 23:40:43,058 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [RuntimeData]
2017-07-03 23:40:43,191 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalaryStep]
2017-07-03 23:40:43,324 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SaleType]
2017-07-03 23:40:43,458 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalesForecast]
2017-07-03 23:40:43,591 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalesForecastDetail]
2017-07-03 23:40:43,702 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalesForecastHistory]
2017-07-03 23:40:43,836 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalesOpportunity]
2017-07-03 23:40:43,958 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalesOpportunityCompetitor]
2017-07-03 23:40:44,069 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalesOpportunityHistory]
2017-07-03 23:40:44,203 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalesOpportunityQuote]
2017-07-03 23:40:44,336 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalesOpportunityRole]
2017-07-03 23:40:44,469 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalesOpportunityStage]
2017-07-03 23:40:44,603 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalesOpportunityTrckCode]
2017-07-03 23:40:44,747 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SalesOpportunityWorkEffort]
2017-07-03 23:40:44,880 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SecurityGroup]
2017-07-03 23:40:45,003 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SecurityGroupPermission]
2017-07-03 23:40:45,114 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SecurityPermission]
2017-07-03 23:40:45,225 |pool-3-thread-1      |DatabaseUtil                  |I| Created 2 declared indices for entity [SegmentGroup]
